index,vocab
11615,ZNF217
11616,UNC5C
11617,PRR15
11618,RPL7P23
11619,METAP2
11620,SCGB1D1
11621,GTPBP2
11622,SOAT1
11623,SF3A1
11624,A4GNT
11625,LINC02519
11626,LINC01470
11627,PPP2R3A
11628,OXT
11629,PABPC3
11630,FJX1
11631,TRPC6
11632,MAP1LC3BP1
11633,MIG7
11634,TLE4
11635,PISRT1
11636,TMEM50B
11637,GLYATL1
11638,C5ORF60
11639,SYF2
11640,MTF
11641,NAA20
11642,HPCAL4
11643,DCAF1
11644,CALCOCO2
11645,MCAM
11646,ZBTB43
11647,POM121C
11648,CKLF-CMTM1
11649,C1RL
11650,PAM
11651,CARNS1
11652,TLCD2
11653,UMAD1
11654,PARD6G
11655,GATA2-AS1
11656,TNFB
11657,FAM49B
11658,RHO
11659,GLRX3
11660,KCNC3
11661,KRTAP5-11
11662,EIF4BP3
11663,UTP25
11664,ZNF793
11665,NR1H2
11666,KRTAP19-4
11667,PNPLA4
11668,LINC02203
11669,ADORA2A-AS1
11670,GNPTAB
11671,C21ORF91-OT1
11672,SPINK4
11673,CEACAM8
11674,RPS27L
11675,PPM1J
11676,PPP1R15A
11677,TECTA
11678,LINC00552
11679,MTX2
11680,SP140
11681,SHOC1
11682,LINC01312
11683,INSL6
11684,BMT2
11685,CSTB
11686,DPT
11687,ACRV1
11688,NBPF7
11689,KRT18P30
11690,CBARP
11691,MAP2K5
11692,STAMBP
11693,SLIRP
11694,GML
11695,PARP2
11696,OR2M2
11697,DGAT2L7P
11698,OR5D16
11699,CHL1
11700,MIR519D
11701,DDX18P1
11702,TRIO
11703,SRSF9
11704,MCEMP1
11705,PPCS
11706,CYP2D6
11707,AHNAK2
11708,NRBP2
11709,FOXA1
11710,MTRNR2L8
11711,SBK3
11712,SYPL2
11713,NUDT1
11714,IRX1
11715,SLC16A12
11716,TRNA
11717,CCNA2
11718,TRIM54
11719,HTR1A
11720,MIR125A
11721,SNORD94
11722,OS9
11723,RAB3IL1
11724,SRPK1
11725,UPF3A
11726,HRCT1
11727,ARHGEF40
11728,RPS4XP6
11729,HD
11730,C19ORF44
11731,RGS9BP
11732,MCU
11733,LLGL1
11734,N4BP1
11735,MIR298
11736,SNORD116-4
11737,GUCY2E
11738,PRLHR
11739,SCRN2
11740,CST1
11741,AFG1L
11742,SLC10A2
11743,TMED1
11744,TCF23
11745,TNNT1
11746,NTF3
11747,TRMT10B
11748,ZNF37A
11749,LRRC43
11750,ZKSCAN3
11751,PTPN20
11752,ZNF507
11753,CMTM7
11754,STOML2
11755,SMG9
11756,RPL3P2
11757,PRB4
11758,KIF1B
11759,MIR552
11760,RFX1
11761,EXOC3
11762,RAB28
11763,SCP2
11764,CFAP221
11765,DNMBP
11766,PLEKHO2
11767,TRERF1
11768,TRMT10C
11769,ITIH3
11770,RPL23AP37
11771,PCDHGC4
11772,SMAD5-AS1
11773,MIR143
11774,LZTS3
11775,BRINP1
11776,AWAT1
11777,MTFR2
11778,ICMT
11779,HESX1
11780,AKNA
11781,CCDC171
11782,ZNF518A
11783,THOC7
11784,KRTAP5-6
11785,PLAC9
11786,SNORA14A
11787,PGM5-AS1
11788,RNA28SN5
11789,ANKRD30BP2
11790,PACS2
11791,FLT3
11792,GDF5
11793,FAM20C
11794,CHD8
11795,PPP1R13L
11796,VAX1
11797,CENPF
11798,SYNPR
11799,PI4KA
11800,GRIK1-AS2
11801,DTX1
11802,ZFP423
11803,RN7SKP56
11804,SDC4
11805,POTEM
11806,GOLGA6C
11807,SNAR-D
11808,VPS13B
11809,KDELC2
11810,DDI1
11811,SNORD103A
11812,EP300-AS1
11813,PABPC1L2A
11814,WSB1
11815,TRPC4AP
11816,CCNB2
11817,TM9SF2
11818,GATA2
11819,TRAV26-2
11820,GYG
11821,ADAMTS15
11822,SYNGR2
11823,LRP2BP
11824,C4ORF17
11825,GALM
11826,FBXO24
11827,ZCWPW2
11828,ELOC
11829,OR10A3
11830,ZNF526
11831,RPLP2P3
11832,MRTFB
11833,CATSPERG
11834,C1ORF50
11835,S100G
11836,VAMP4
11837,ISY1
11838,RPP30
11839,H2AFB2
11840,NUP58
11841,PRRG4
11842,DNAJB6
11843,FAM47A
11844,ID2B
11845,FIGNL2
11846,FOXA2
11847,PIPOX
11848,CYP3A7
11849,RPS3AP13
11850,BNIP3L
11851,TMEM35B
11852,PROC
11853,MT2A
11854,PMCH
11855,LY6G6D
11856,SNAP23
11857,SNORA3A
11858,SPTLC2
11859,SMAP2
11860,CST
11861,GMDS
11862,NBAS
11863,TEAD2
11864,MIR4322
11865,RPS26
11866,DLG4
11867,PPP1CA
11868,NR2C1
11869,PRX
11870,RBM17
11871,FLACC1
11872,NRAP
11873,EFR3B
11874,SPATA31D4
11875,NSFL1C
11876,PPCDC
11877,FGFBP2
11878,TAS2R41
11879,MIR4753
11880,APOBEC2
11881,SEPT1
11882,EFCAB14
11883,RPL37P6
11884,ZCCHC3
11885,OR2G6
11886,HIST4H4
11887,FAM92A
11888,TMEM132E
11889,KRTAP13-4
11890,GTSE1-DT
11891,ABCB4
11892,PIGS
11893,METTL2B
11894,PRR34
11895,MMP12
11896,LAMTOR3
11897,SMAD1-AS2
11898,RIC1
11899,KRTAP22-1
11900,MIR8083
11901,UBE2D3
11902,SLC25A26
11903,TAPBPL
11904,BHLHE23
11905,SFTA2
11906,SNORD115-14
11907,ANXA2P3
11908,UBA2
11909,PM20D2
11910,PIP4P2
11911,ZNF814
11912,ABHD8
11913,ALDH9A1
11914,RIC3
11915,IP6K2
11916,KLRC1
11917,CAMSAP3
11918,C19ORF71
11919,PAN3
11920,SNA1
11921,OR7E87P
11922,SPATA31C2
11923,ATP13A3
11924,MLLT10P1
11925,AMPD1
11926,IGKV3D-20
11927,CLRN1-AS1
11928,ZEB1-AS1
11929,TANC2
11930,SNORA78
11931,SLC35B3
11932,HECTD4
11933,KRTAP10-1
11934,MMP2
11935,SEMA6D
11936,HHIPL2
11937,DAPL1
11938,PRMT6
11939,RPL36AP44
11940,SYNJ2BP
11941,GCSHP3
11942,SCGB3A2
11943,KNCN
11944,LINC01783
11945,CCDC59
11946,GCH1
11947,PRKCI
11948,FAM155A
11949,GPR98
11950,FBXO28
11951,KCNN3
11952,SNAR-B2
11953,HIST1H2AG
11954,TAS2R9
11955,DPEP1
11956,ABCA6
11957,ADH1A
11958,NPIPB5
11959,SS18
11960,PRAF2
11961,VENTX
11962,MAP3K21
11963,HN1
11964,COLCA1
11965,CMSS1
11966,OR10H3
11967,D2HGDH
11968,LINC00210
11969,MIR92A2
11970,RALGPS2
11971,ACACA
11972,PPP1R12C
11973,SNORD104
11974,SH3PXD2A-AS1
11975,CASC10
11976,TRO
11977,TAFA1
11978,FAM180B
11979,RPS7P11
11980,SLC35A1
11981,OVOS
11982,LZTS1
11983,RPL21P80
11984,POLM
11985,WDR33
11986,MBD5
11987,DENND4B
11988,MMP16
11989,TET2
11990,SELPLG
11991,RRN3P3
11992,LINC00115
11993,LINC01933
11994,ZSCAN5A
11995,BBIP1
11996,FBXL17
11997,OVGP1
11998,TMEM9B-AS1
11999,SMG7
12000,TXNL4B
12001,EIF2B3
12002,GADD45
12003,MT1F
12004,ZNF827
12005,AOC4P
12006,NCBP3
12007,TMEM57
12008,KCNJ14
12009,PPIAP31
12010,CTBP1-DT
12011,CNTN5
12012,UBB
12013,CIDECP1
12014,PIGBOS1
12015,NUP210L
12016,INHBA
12017,EMR2
12018,PCYOX1
12019,DNAH1
12020,RBM3
12021,LOXL3
12022,PLPP1
12023,TMEM67
12024,MRTFA
12025,DPF2
12026,CHEK2
12027,ZNF256
12028,MIR1234
12029,TP53I3
12030,EAF2
12031,SAC3D1
12032,PCDHA13
12033,ZNF213-AS1
12034,MIR148A
12035,PANK4
12036,DHRS11
12037,DONSON
12038,NCBP1
12039,LRRC37A9P
12040,PCDHGB5
12041,PNLIPRP2
12042,GMCL1
12043,OR10H2
12044,GNAO1
12045,SPOCK1
12046,ATP6V1E2
12047,GRIK3
12048,LINC01176
12049,TMEM56
12050,MFAP4
12051,TMEM179
12052,NFE2
12053,AMER2
12054,NPR3
12055,VDAC2
12056,PLPP4
12057,FBLN2
12058,PSMD10
12059,MAF
12060,TP53TG3B
12061,TUBGCP5
12062,SLC2A1-AS1
12063,OR52N4
12064,ACSM1
12065,ITM2A
12066,PNCK
12067,TUSC5
12068,LINC01772
12069,RAP1GAP
12070,CAPN12
12071,FOSB
12072,SNORA23
12073,B3GALTL
12074,ZBED3
12075,MED28
12076,OPLAH
12077,SNORD23
12078,BLOC1S6
12079,FRMD6
12080,SPATA31A1
12081,TRMO
12082,PCOTH
12083,ZNF219
12084,OR6F1
12085,CEACAM20
12086,RAPTOR
12087,ARNT
12088,ABCF2
12089,GYLTL1B
12090,FBXO22
12091,OR6C1
12092,TMEM150C
12093,STRC
12094,GP2
12095,MAP1A
12096,GIGYF2
12097,PDCD1LG2
12098,GUSBP9
12099,LRTM2
12100,SLIT3
12101,AIFM3
12102,HIST1H2BK
12103,COX18
12104,NDUFS8
12105,MCRS1
12106,NOS1
12107,PCNX4
12108,SPANXD
12109,BCRP2
12110,SETMAR
12111,APOBR
12112,TMEM100
12113,MIR125B1
12114,PEAR1
12115,PDXDC2P
12116,DNAJC10
12117,PARP1
12118,OR4M2
12119,NHSL2
12120,LINC01037
12121,OSBPL5
12122,PSMC3
12123,CPSF2
12124,OR5AK3P
12125,EPHA6
12126,MIR374B
12127,XRCC5
12128,MYCL1
12129,SNORD54
12130,PTPRT
12131,SNORD115-41
12132,SRFBP1
12133,TCF24
12134,SNORD51
12135,POM121L2
12136,LINC01250
12137,SCIN
12138,SYT2
12139,BCL7A
12140,TSPOAP1
12141,GFPT2
12142,TAS2R5
12143,SYNGAP1
12144,ARHGAP27
12145,LRG1
12146,MIR522
12147,CWC27
12148,BOLA1
12149,SLC8B1
12150,VEGFB
12151,MIR4253
12152,EMP3
12153,ARHGAP40
12154,SOX5
12155,RXFP1
12156,HOTAIRM1
12157,HLA-F
12158,LINC02236
12159,UBE2E4P
12160,C12ORF40
12161,LCE4A
12162,SCAP
12163,PTGER4
12164,KIR2DL5B
12165,NFYA
12166,MIR376A1
12167,COX5B
12168,EMR1
12169,CNTNAP4
12170,OR5E1P
12171,FAM72D
12172,AP2A1
12173,PIWIL3
12174,ZFHX4
12175,GAS6-AS1
12176,PMS2P4
12177,COP1
12178,LIPA
12179,IL28RA
12180,HTRA4
12181,RASGEF1C
12182,NKAIN3-IT1
12183,CFAP97D1
12184,CHRNG
12185,USP42
12186,CENPS-CORT
12187,NPSR1-AS1
12188,EIF4A2P4
12189,DNAJB8-AS1
12190,CNIH4
12191,MIR4299
12192,LINC01514
12193,GADD45B
12194,CABP5
12195,GTF2A2
12196,MCF2L
12197,BDKRB1
12198,CCS
12199,LINC00861
12200,RNA5SP303
12201,LINC00355
12202,TCAM1P
12203,SNORD111
12204,GAS2L3
12205,HTR7P1
12206,POLRMT
12207,SSX2IP
12208,RHBDD1
12209,MIR4308
12210,IQCF5
12211,RNASE1
12212,SV2C
12213,SNORD48
12214,CEP135
12215,HLA-DPB1
12216,PLBD2
12217,ADAMTS19
12218,IPO9
12219,NUTM2B
12220,MYORG
12221,ASH1L-AS1
12222,AK2
12223,BBS10
12224,IAH1
12225,FAT2
12226,DTX3L
12227,IGLJ3
12228,USP4
12229,DIO2
12230,OSBPL3
12231,RPL8
12232,PPBPP2
12233,RASD2
12234,MIR891A
12235,USP46
12236,ARID3A
12237,TRPS1
12238,AVL9
12239,ZNF564
12240,PRKACB
12241,DAK
12242,NKIRAS2
12243,CRAMP1L
12244,LINC01551
12245,RPL39
12246,HOXA3
12247,ALOX15
12248,MGAT2
12249,CSMD2
12250,DMAC2L
12251,LHX4
12252,TASP1
12253,GBA2
12254,MIR194
12255,EDNRB
12256,FAM117B
12257,SNORA80B
12258,AMIGO1
12259,ETV3
12260,PCGF3
12261,TSHZ1
12262,ZBTB17
12263,OR13D1
12264,NDUFS6
12265,SORCS2
12266,IGHG4
12267,RASA3-IT1
12268,OSM
12269,LHFPL3-AS2
12270,ATF7IP
12271,SCN9A
12272,RNF13
12273,TBC1D15
12274,ERC2-IT1
12275,CCDC114
12276,TUNAR
12277,KCNH6
12278,LSM10
12279,EXO5
12280,TMEM194B
12281,RPSAP46
12282,TXNDC12
12283,SPTBN1
12284,MIR3125
12285,HLA-DPA1
12286,ALDH1A7
12287,HSPE1P9
12288,PPME1
12289,TMEM262
12290,SLC39A12-AS1
12291,RIN3
12292,BOK-AS1
12293,POC1A
12294,HSPB7
12295,KCNIP2
12296,BRAF
12297,PCDHA1
12298,NBEAL2
12299,USP29
12300,SLC35E2B
12301,UTS2R
12302,GLB1L
12303,ACKR4
12304,AFG3L1P
12305,FRMPD2
12306,SF3B2
12307,SNORD12C
12308,RIN1
12309,ESCO1
12310,LINC00958
12311,EPS8L2
12312,XBP1
12313,FAM9B
12314,ZNF559
12315,TAF10
12316,SYPL1
12317,ANKZF1
12318,CSGALNACT2
12319,CNPY3
12320,CCDC44
12321,SETD6
12322,CUL1
12323,BVES-AS1
12324,ROBO2
12325,NME1-NME2
12326,SLC36A4
12327,SERPINB6
12328,VWA8
12329,SENP2
12330,MIR596
12331,S100P
12332,RPS5
12333,SEL1L
12334,ZNF805
12335,LCE3C
12336,MSL3P1
12337,SHQ1
12338,IL16
12339,ING2
12340,RPL21P29
12341,GSAP
12342,NRDC
12343,PRDM16-DT
12344,ETNPPL
12345,LECT2
12346,SIRPD
12347,LINC01581
12348,ZNF836
12349,PCDHB4
12350,ENKD1
12351,UNC13D
12352,SH3BGR
12353,CCER2
12354,PLD1
12355,NUP133
12356,LAG3
12357,ACSS1
12358,NAP1L5
12359,KIR2DL4
12360,KIAA0319
12361,INE2
12362,MIR337
12363,ANKUB1
12364,HCCS
12365,RBM38
12366,SCN5A
12367,PDHX
12368,PI4KAP2
12369,TRAF4
12370,EIF4G1
12371,C22ORF31
12372,HMGN3-AS1
12373,PROSER2-AS1
12374,MLLT1
12375,FAXDC2
12376,PLEKHO1
12377,RIC8B
12378,SLC35E4
12379,APP
12380,CDH26
12381,DHRS7
12382,OVOS2
12383,MIR1203
12384,CYP4F62P
12385,ACAD8
12386,KANSL1-AS1
12387,SRP9P1
12388,UTP18
12389,PSMD7
12390,GMFG
12391,ECM1
12392,PNMA3
12393,CLPB
12394,PCMT1
12395,RPS2P20
12396,HMP19
12397,LRRC37A11P
12398,XRCC2
12399,CLEC4A
12400,TARM1
12401,FAM181A
12402,MYH9
12403,MS4A12
12404,PGF
12405,TMEM18
12406,CD8A
12407,SUSD1
12408,NCOA6
12409,ANKRD16
12410,WHAMMP1
12411,RNY4P24
12412,ECEL1
12413,KRT18P32
12414,CLUH
12415,FN1
12416,VASH1-AS1
12417,CERK
12418,MYH7B
12419,SDCCAG8
12420,YEATS2-AS1
12421,IMPACT
12422,MREG
12423,ARNT2
12424,VIPR2
12425,ZWILCH
12426,STEAP1B
12427,PRKCE
12428,RUNX1
12429,SMG1P7
12430,MIR30D
12431,RPS25
12432,OR4X2
12433,ZNF383
12434,LINC00265
12435,CENPC
12436,MIR543
12437,MIR6796
12438,LINC00032
12439,HMGA2
12440,RIMS3
12441,MAGEA3
12442,GJB7
12443,FAM228B
12444,LINC01119
12445,IPP
12446,GPR75
12447,TIMM8B
12448,TRIM42
12449,LAMTOR5
12450,KDM5B
12451,NDUFB2-AS1
12452,ARAP1-AS2
12453,ZSCAN12P1
12454,ATP11A
12455,C2ORF66
12456,ATPIF1
12457,KPNA5
12458,FLI1
12459,ANLN
12460,MRPL43
12461,HBZ
12462,FAM245A
12463,LINC00347
12464,SURF1
12465,SCN1B
12466,ZNF731P
12467,SNORD116@
12468,MIR659
12469,BTG2
12470,DENND6B
12471,HTR7
12472,GYS1
12473,BRMS1L
12474,C2ORF70
12475,GFOD2
12476,OR1D2
12477,MS4A14
12478,MIR4715
12479,OR56A3
12480,EEF1A1P12
12481,ATP8B5P
12482,RFXAP
12483,LYSMD4
12484,INPP1
12485,MDM4
12486,SRSF1
12487,LMOD1
12488,CEP85
12489,TWIST2
12490,TACC2
12491,NASP
12492,DTX4
12493,IGFBP7-AS1
12494,C1ORF54
12495,GPC4
12496,SI
12497,UPK1A
12498,MS4A10
12499,POLD2P1
12500,LCE3D
12501,IFITM8P
12502,RMND5B
12503,RNF19A
12504,MSI1
12505,MBIP
12506,RPLP0P10
12507,IGSF8
12508,FAM193A
12509,CRHR1
12510,ADAMTS17
12511,UNC50
12512,THAP5
12513,INTS10
12514,CALHM2
12515,TSG101
12516,TTBK2
12517,FAH
12518,FKBP1AP1
12519,ATP5MG
12520,MIR29A
12521,MSANTD1
12522,EPRS
12523,EFNB1
12524,MS4A6E
12525,GLI1
12526,PHOSPHO2
12527,C2CD4D
12528,SMURF1
12529,ANGPT4
12530,APOBEC3D
12531,RNF219
12532,HSP90AA5P
12533,HTR1E
12534,PTPN13
12535,STAB1
12536,GUCA2B
12537,RPL5
12538,H3F3C
12539,FGL1
12540,CSNK1E
12541,RSPH1
12542,FYCO1
12543,SGPP2
12544,MATN1-AS1
12545,OR2C1
12546,ZNF736
12547,MOGAT1
12548,FAM160B1
12549,KRT27
12550,SSSCA1-AS1
12551,ALG8
12552,PLEKHA2
12553,C1QA
12554,C1D
12555,ST20
12556,ZNF135
12557,CYTH2
12558,TBXAS1
12559,PTPRG-AS1
12560,GRAMD4
12561,LINC01534
12562,RPL18P11
12563,KBTBD6
12564,OLIG1
12565,VPS11
12566,MIR572
12567,FANCA
12568,ARMS2
12569,CAMTA1
12570,NAT14
12571,PDE6H
12572,NDUFAF5
12573,MYL12A
12574,PTPN5
12575,BORA
12576,SDF2L1
12577,MIR6741
12578,LSP1P4
12579,PDZK1P1
12580,ZNF532
12581,CEPT1
12582,SLC4A2
12583,GPNMB
12584,WARS2
12585,MIR1321
12586,UGT1A4
12587,MRPL41
12588,SFXN1
12589,MEA1
12590,TRPV2
12591,NPHS2
12592,MUC4
12593,SLC39A6
12594,CHURC1
12595,NPY5R
12596,MSH5
12597,YY2
12598,SYT10
12599,NF1P6
12600,CCR4
12601,RNF39
12602,KIF13B
12603,MIR492
12604,TBC1D3F
12605,ZDHHC24
12606,TSPAN1
12607,HMGN2P41
12608,CHRD
12609,UBE2CBP
12610,CDKN2A
12611,TMEM173
12612,NOS2A
12613,MIR3140
12614,C3ORF33
12615,LDLRAD1
12616,PCDHB8
12617,RAB34
12618,ATP6V1H
12619,YBX3
12620,RNF32
12621,TMPO
12622,TES
12623,NPDC1
12624,TEP1
12625,BAMBI
12626,TMEM258
12627,EPT1
12628,FOXD4L5
12629,LINC00518
12630,EMG1
12631,ESRP2
12632,GAGE4
12633,C20ORF197
12634,IPO5
12635,GS1-124K5.4
12636,LINC01029
12637,RAB7B
12638,PLSCR5
12639,AKAP17A
12640,TEDC2
12641,C19ORF24
12642,TMEM38A
12643,KLRA1P
12644,PRR5-ARHGAP8
12645,ZNF843
12646,SEPT7P9
12647,COL4A1
12648,DGKE
12649,OR5AP2
12650,MEN1
12651,AQP7P1
12652,PSMA8
12653,LINC00963
12654,TTC35
12655,LINC02099
12656,ATP5D
12657,TMED6
12658,HCLS1
12659,ATXN2L
12660,CMTM6
12661,MAN2C1
12662,TTLL11
12663,RPS12P22
12664,HIST1H2BP
12665,C7ORF50
12666,ZNF711
12667,DPF1
12668,PUS7L
12669,CA8
12670,SLC35E2A
12671,HAUS1
12672,IDH1-AS1
12673,PPIH
12674,OR5M3
12675,VPS37C
12676,C8ORF37-AS1
12677,PHGR1
12678,CDC5L
12679,PUS7
12680,BTNL2
12681,ANKRD17
12682,MIR483
12683,OR8A1
12684,SNORA61
12685,LCE1A
12686,RAP1B
12687,MINDY3
12688,RPS9P4
12689,DUT
12690,ANKDD1B
12691,MIB1
12692,SMARCA4
12693,DIAPH2-AS1
12694,MIR7-1
12695,HYAL2
12696,CCDC71L
12697,RPS6KA6
12698,CTBP2
12699,BCKDK
12700,IL18
12701,HK2P1
12702,MYRFL
12703,SLC8A3
12704,KBTBD3
12705,NEBL-AS1
12706,VPS4A
12707,IQUB
12708,FTO
12709,PARP9
12710,DCLRE1A
12711,RPL15P17
12712,G3BP2
12713,BRSK2
12714,SEC61A1
12715,BRF1
12716,CCT8
12717,PIGL
12718,CYP2C29
12719,TLX2
12720,PMP22
12721,PLK3
12722,MIR374
12723,OR1L8
12724,ABITRAMP1
12725,ATP9A
12726,TRIP6
12727,SPACA1
12728,SYDE2
12729,KDM3A
12730,ZDHHC15
12731,SNORD61
12732,TAS2R39
12733,RPS16P10
12734,HHIP-AS1
12735,LRRC48
12736,HNRNPCL1
12737,COLGALT1
12738,SRY
12739,LIN28B
12740,FTH1P4
12741,PTGES3
12742,C16ORF47
12743,CBR3-AS1
12744,IL6RA
12745,SRPK3
12746,LINC00268
12747,COL15A1
12748,UFSP1
12749,MAML1
12750,ZBED2
12751,TAAR2
12752,POP1
12753,PCDH17
12754,LUZP2
12755,NEK4
12756,RNF167
12757,MIR7854
12758,SGO2
12759,PRB1
12760,DHCR7
12761,EML1
12762,TMEM8
12763,TCEAL5
12764,MIR188
12765,MTATP6P1
12766,HOXB8
12767,CLUAP1
12768,USP32P1
12769,HIF3A
12770,GJA5
12771,DCAF12L1
12772,EYS
12773,MRPL38
12774,CYSRT1
12775,DP1
12776,SYNE1
12777,MIR2355
12778,APOLD1
12779,LINC00954
12780,KRT16P3
12781,CDK13
12782,SIP1
12783,LINC01924
12784,GPR137
12785,SLX1B-SULT1A4
12786,HCAR1
12787,TGFB1A
12788,TMEFF1
12789,LINC01134
12790,RBFOX2
12791,TMEM11
12792,SYS1
12793,SERPINB9
12794,SUPT3H
12795,CCT6A
12796,EEF1AKNMT
12797,TUG1
12798,SIGLEC1
12799,SNORA50C
12800,MAN1A2
12801,MIR2392
12802,ZBTB47
12803,TRIM16
12804,CDC16
12805,RPSAP19
12806,CRYM-AS1
12807,FOXJ1
12808,S100A16
12809,ITSN1
12810,NLRP6
12811,MAPK3
12812,GK3P
12813,GABRG2
12814,GGT5
12815,RAP1GAP2
12816,NCAPD3
12817,ADAR
12818,ECEL1P2
12819,CCL23
12820,RPL6P19
12821,GPR162
12822,DPAGT1
12823,LINC02158
12824,FRMD6-AS1
12825,MYL2
12826,OR1L1
12827,RNF139
12828,VAV1
12829,AGPS
12830,BACE
12831,BIC
12832,GALNT9
12833,HEPACAM2
12834,LAMC2
12835,SCARNA8
12836,BLOC1S2
12837,CASC2
12838,SRSF12
12839,MIR17HG
12840,ZNF660
12841,GALNT5
12842,CHIAP2
12843,HBEGF
12844,WDR59
12845,PHF14
12846,ZNF341
12847,CXCL1
12848,PSMB6
12849,CRIP1
12850,TMEM151B
12851,FAM189B
12852,ADIRF-AS1
12853,SBSPON
12854,TSKU
12855,MIR323A
12856,ZNF776
12857,HAO1
12858,OR51A7
12859,DYRK3
12860,CFAP45
12861,RPL36A-HNRNPH2
12862,LENG9
12863,CD300LG
12864,ZNF322P1
12865,APTR
12866,AFP
12867,ARMCX5
12868,RPS19BP1
12869,THOC5
12870,RPLP0
12871,HMGN2P25
12872,CENPU
12873,LTBP1
12874,OR14C36
12875,SMAD2
12876,SMYD4
12877,GPR26
12878,PLB1
12879,SLC29A3
12880,HSD17B11
12881,HLA-E
12882,MIR889
12883,PLAAT3
12884,CTSLP2
12885,HAUS7
12886,MRPL21
12887,TCIM
12888,SLC35A3
12889,GTPBP4
12890,OLIG3
12891,DPPA3P2
12892,CPNE8
12893,TNNC2
12894,CDC14C
12895,MIR376B
12896,LGALS3
12897,RFX2
12898,FLVCR1-DT
12899,H2AFV
12900,ACVR2B-AS1
12901,ADAMTS4
12902,DYNAP
12903,ANKRD13C
12904,PHYHIPL
12905,GPR75-ASB3
12906,SIRT7
12907,MNDA
12908,POU4F1
12909,KRT16
12910,NME9
12911,APOL2
12912,SOX9-AS1
12913,RASAL2
12914,NTSR2
12915,TASOR
12916,ASIC1
12917,NAB1
12918,ZFX
12919,SUPT5H
12920,ITLN2
12921,KRT3
12922,SLC5A3
12923,C7ORF71
12924,FGF4
12925,CARMIL3
12926,KLF11
12927,TYW5
12928,OTUD6A
12929,PDZD8
12930,SCAND2P
12931,C10ORF12
12932,HYMAI
12933,ZFP90
12934,GUCY1B2
12935,OSBPL2
12936,FTHL17
12937,LIPM
12938,FKBP9
12939,MORN1
12940,TMEM161A
12941,NR2C2
12942,EPYC
12943,TRRAP
12944,ELANE
12945,MIATNB
12946,IL10RB
12947,TLN1
12948,DENND2A
12949,LINC02018
12950,MIR1290
12951,GALNT16
12952,POLR3A
12953,RAMP2-AS1
12954,CRELD2
12955,PRDM6
12956,MIR339
12957,PTH1R
12958,TLR3
12959,ZNF823
12960,PRTFDC1
12961,RPS6KA5
12962,MTURN
12963,LCK
12964,RPS2P51
12965,CACNG8
12966,C17ORF80
12967,ADORA1
12968,MIR29C
12969,MIR196B
12970,PNP
12971,ATP5MFP3
12972,ANKRD9
12973,MIR4481
12974,IPO4
12975,EIF4E3
12976,RNPEP
12977,HLA-K
12978,MIR4668
12979,IRF8
12980,PPP6R2
12981,GLMP
12982,TPTE2P2
12983,GTF2E2
12984,SMKR1
12985,LMBR1L
12986,NSMF
12987,GPR101
12988,HAS2
12989,TIMM13
12990,CPEB1
12991,TAS2R14
12992,FAM27B
12993,RAE1
12994,AQP12A
12995,RPL17P34
12996,MRPS7
12997,ACTRT2
12998,KIAA1671
12999,OR52E4
13000,BOLA2B
13001,NUTM2G
13002,MMP19
13003,KCNMB4
13004,PTPN1
13005,DDX27
13006,ARL14EP
13007,NR2F2
13008,GTF3C3
13009,USP27X-AS1
13010,TMPRSS2
13011,CD200R1
13012,GHET1
13013,SNX15
13014,MAPKAPK5
13015,GLYATL3
13016,LINC00659
13017,SLFN5
13018,RPS3P6
13019,ZNF674
13020,EIF5B
13021,SNORA11C
13022,TREX1
13023,DEGS2
13024,TACC1
13025,FABP3
13026,PMCHL1
13027,ASB9
13028,RANBP17
13029,GLCCI1
13030,HOXC12
13031,PLEKHA5
13032,GFY
13033,TRNG
13034,FOXN4
13035,DUX4L17
13036,PPT2
13037,IFNA7
13038,OR4X1
13039,LINC01138
13040,P2RY14
13041,TIAL1
13042,DEFB4A
13043,ADRA2A
13044,EIF5AP4
13045,SLC45A3
13046,GTF2H4
13047,HYDIN
13048,BMP2K
13049,MIR2681
13050,OR10J1
13051,OR9A4
13052,TMEM211
13053,CDK1
13054,KANK3
13055,MYH13
13056,SLC9A4
13057,LINC00641
13058,ARSD
13059,HASPIN
13060,ATP5F1
13061,MIR937
13062,HSPA12B
13063,SNX3
13064,MFSD14A
13065,MROH3P
13066,SLAMF7
13067,CD8B1
13068,LINC00863
13069,PTPN7
13070,PRMT2
13071,PSMA1
13072,RPE
13073,MYT1L
13074,OR13C4
13075,CD2BP2
13076,FBXL3A
13077,TRIM58
13078,ZNF485
13079,IKZF4
13080,DIABLO
13081,PTPRO
13082,HSPA14
13083,TUBB4A
13084,LINC00950
13085,EPHX2
13086,MIR3151
13087,TPSAB1
13088,ANKRD45
13089,OR51B4
13090,RET
13091,NXPH1
13092,OXTR
13093,SETD4
13094,HECA
13095,DCUN1D4
13096,CA10
13097,MRPS18A
13098,MAGEC1
13099,ANKRD20A5P
13100,FAM171A2
13101,TRMT12
13102,MEGF11
13103,SLC25A47
13104,GREM2
13105,LINC02302
13106,FAM13C
13107,RCN2
13108,DEPDC1B
13109,ABAT
13110,CYP24A1
13111,MRAP
13112,ZDHHC17
13113,TAGLN2
13114,METTL11B
13115,ASAH2B
13116,STAG2
13117,PPP2CA
13118,SMC1B
13119,MYOCD
13120,HBB-LCR
13121,PCYOX1L
13122,ZNF789
13123,MMADHC
