index,vocab
8532,IQGAP1
8533,HINT1
8534,SNORD121B
8535,MIR454
8536,SOX3
8537,KLHDC1
8538,SHFM1
8539,FAM86JP
8540,VPS35
8541,DPH1
8542,GOLGA6A
8543,ERCC5
8544,ERP44
8545,MEGF10
8546,BTBD19
8547,TUSC3
8548,PTGDS
8549,RPL22L1
8550,C1QTNF8
8551,IL17B
8552,RAP1BL
8553,GMPS
8554,LINC00536
8555,ERVK3-1
8556,RSKR
8557,HNRNPF
8558,LINC01123
8559,RIOK3
8560,ADAM10
8561,CYP2F1
8562,LRFN3
8563,SREBF2
8564,KLRD1
8565,ERAL1
8566,NAPEPLD
8567,LOXL4
8568,INSM2
8569,RECQL
8570,MIR16-2
8571,MIR3202-1
8572,SPDYE7P
8573,PCOLCE2
8574,CSTF3
8575,GRN
8576,MPC1L
8577,GALNS
8578,MYB-AS1
8579,F8A1
8580,TMEM136
8581,TMPRSS9
8582,SERPINB5
8583,PRSS8
8584,DNAJC2
8585,LMNB1-DT
8586,ANO7
8587,RAB6C
8588,COL21A1
8589,TRA
8590,DUX4
8591,PLCB2
8592,VSTM2A
8593,RCE1
8594,ZZEF1
8595,PPP1R14C
8596,S100A11P2
8597,CDH2
8598,LRRC39
8599,TTLL10
8600,MIR641
8601,AMACR
8602,RPS6KA1
8603,IFT80
8604,LINC01445
8605,NAGPA
8606,ST6GALNAC1
8607,ZRANB1
8608,MIR509-1
8609,MIR568
8610,KIF18A
8611,TCRB
8612,PXT1
8613,ZNF804B
8614,SRC
8615,CSF3
8616,ASB6
8617,SPHKAP
8618,EID2
8619,ZFYVE1
8620,GPX3
8621,ZNF764
8622,GINS3
8623,FTH1P16
8624,NCOA4
8625,LRR1
8626,GJA9
8627,GPAT2
8628,PRSS3P2
8629,CPA2
8630,MIR7
8631,VAMP8
8632,KANK1
8633,LINC02226
8634,ALX1
8635,KBTBD10
8636,SMG1P3
8637,TAAR3P
8638,CSNK1A1
8639,COX6A2
8640,TMEM213
8641,CNGB1
8642,RASGRP4
8643,PSORS1C1
8644,CCDC78
8645,TTC21A
8646,TUBG2
8647,MTFR1L
8648,SENP8
8649,MAP1B
8650,CBLIF
8651,GALT
8652,AKIP1
8653,RNA5SP506
8654,ZFYVE28
8655,RHOJ
8656,SLA2
8657,FAM70B
8658,ZNF497
8659,SCAI
8660,LINC00337
8661,TRDJ3
8662,KCNH2
8663,CIAO1
8664,MIR6824
8665,SAA4
8666,IFT81
8667,C4ORF50
8668,PREB
8669,ADAMTSL4
8670,COL20A1
8671,NR0B2
8672,ZBED6
8673,MINDY4B
8674,C1QL4
8675,STX5
8676,C2
8677,PLGLB1
8678,TRNS1
8679,KCNK2
8680,CSN2
8681,SBK2
8682,MIR4283-1
8683,MIR1244-1
8684,HRAS
8685,CEACAM5
8686,ALAD
8687,DAD1P1
8688,YIPF1
8689,SIX6
8690,FIZ1
8691,PTS
8692,INTS8
8693,CDK17
8694,TOP2A
8695,LRATD2
8696,VPS54
8697,ZFPM2
8698,FBXO3
8699,AKR7A2P1
8700,BABAM2-AS1
8701,PAK7
8702,CD48
8703,LINC01104
8704,PIK3R3
8705,RFX3
8706,LINC01361
8707,RPS3AP47
8708,SNX29P1
8709,KCNK7
8710,ANKLE2
8711,CEP70
8712,MIR3679
8713,SEPT7
8714,SNRPN
8715,EDDM3A
8716,BSDC1
8717,IGF2R
8718,ALKAL2
8719,GGT2
8720,NAA38
8721,SMUG1
8722,ZNF131
8723,CCDC116
8724,DAZ3
8725,PLAAT5
8726,OR10K1
8727,EXTL2
8728,GGACT
8729,PHF1
8730,OR10X1
8731,NPSR1
8732,THBS3
8733,COL14A1
8734,CNTNAP5A
8735,ORC2
8736,RPS18
8737,PKP4
8738,SLC8A1
8739,GUCY1A1
8740,DRICH1
8741,PRPF8
8742,MIR126
8743,LEKR1
8744,LINC00200
8745,ABHD4
8746,C20ORF96
8747,OR8D1
8748,NPY4R
8749,GPR63
8750,SNORD22
8751,IMP4
8752,OGFOD2
8753,KRTAP6-2
8754,SLC25A40
8755,VWA5B1
8756,TAC3
8757,RPAIN
8758,GINS4
8759,ABCC4
8760,CC2D1B
8761,MIR3141
8762,SERINC3
8763,ADGRE3
8764,SNORD56
8765,TUB
8766,RNA5SP269
8767,MFSD7
8768,PKD1L3
8769,SUPT7L
8770,LINC00326
8771,ZBTB18
8772,MTMR6
8773,FAM25A
8774,GAGE12B
8775,ANKRD42
8776,CEACAM21
8777,RNU6-15P
8778,KLF1
8779,GNB1L
8780,RORA
8781,DULLARD
8782,ALDH5A1
8783,ALDOB
8784,GALK1
8785,LRGUK
8786,RELL2
8787,MARCH8
8788,ZFP14
8789,RPL17
8790,LINC02525
8791,ARHGEF19
8792,SNHG3
8793,PLEKHJ1
8794,ACAP1
8795,RASSF2
8796,AGGF1
8797,ASS1P10
8798,MAP3K15
8799,AKAP1
8800,ATP5B
8801,TPD52L1
8802,CPSF1
8803,RBM24
8804,PCTK2
8805,AADACL4
8806,IFT52
8807,LRCH4
8808,PFN3
8809,ZNF181
8810,PCAT29
8811,SCEL
8812,EXOSC4
8813,WDFY3
8814,MIR1193
8815,ZNF395
8816,PRRX2
8817,C10ORF25
8818,MTHFS
8819,PCAT1
8820,MAGEB6B
8821,MIR4656
8822,AKT2
8823,C2ORF27A
8824,SLC25A23
8825,CARS2
8826,NECTIN1
8827,RNY4
8828,MIR550
8829,PPM1F
8830,FAM138A
8831,CPSF6
8832,POLR3GL
8833,CENPK
8834,MFSD4A-AS1
8835,MDC1
8836,KAT6B
8837,RSPH14
8838,MIR548BA
8839,RARRES1
8840,SAPCD2
8841,MIR602
8842,C1ORF122
8843,CLCF1
8844,IGFALS
8845,GOLGA6L10
8846,CHK1
8847,DRAXIN
8848,RPL15P20
8849,LY6G5B
8850,RPS7P10
8851,KCNMB1
8852,TCF21
8853,ARHGAP36
8854,SPIN
8855,PRKAG2
8856,PPP5C
8857,MIR6779
8858,SNORD121A
8859,GCFC2
8860,H41
8861,FOXA3
8862,DTL
8863,RASSF5
8864,KIAA1107
8865,TKT
8866,CSN1S2AP
8867,SCN11A
8868,RAD54L
8869,PAK3
8870,LINC00670
8871,GLUL
8872,SNX18P8
8873,TANGO6
8874,SLC46A3
8875,ASB14
8876,CHST11
8877,YBEY
8878,LINC01896
8879,RPL36AP49
8880,MIR4251
8881,H2AFY2
8882,DCAF8L2
8883,FUT11
8884,KCNE1
8885,RPP38
8886,BICDL2
8887,ADGRB1
8888,MIR195
8889,PHOSPHO1
8890,ZSWIM7
8891,C11ORF21
8892,RUNX1T1
8893,CLEC1A
8894,AGRN
8895,ACTG1P20
8896,NCOA7
8897,SLC24A2
8898,GPR143
8899,RNU6ATAC18P
8900,ZNF365
8901,SNORD114-2
8902,ACAT1
8903,FAM64A
8904,HIST1H4K
8905,GRP94
8906,KIAA1191
8907,SLC25A1
8908,RABAC1
8909,TTYH2
8910,CACNA1B
8911,PEX11B
8912,URGCP-MRPS24
8913,DEFA2
8914,NUMBL
8915,SOWAHC
8916,DYRK1B
8917,GREB1
8918,ALOX12B
8919,BASP1
8920,SAP30BP
8921,COMMD3-BMI1
8922,ILDR1
8923,AOX3P-AOX2P
8924,SREK1IP1
8925,ZNF676
8926,C14ORF177
8927,HLX
8928,RPS2P48
8929,ARHGEF5
8930,HPRT1
8931,XAGE1A
8932,PEX1
8933,DCUN1D3
8934,GNRH2
8935,NCBP2
8936,CA9
8937,TSTD2
8938,MAP7
8939,UBE4B
8940,KIAA0513
8941,LRRC3C
8942,SAMHD1
8943,KIAA1147
8944,H2-T3
8945,ASB17
8946,CASP8AP2
8947,KCTD9P2
8948,CUX1
8949,MIR4499
8950,LRRC37A7P
8951,NRADDP
8952,PCDHB18P
8953,DIPK1C
8954,RAB11FIP3
8955,SPAG11B
8956,CERS6
8957,RPL21P119
8958,SUFU
8959,WNT5B
8960,SELENOK
8961,MIR18A
8962,LRRC4
8963,LYPD3
8964,RAD17
8965,ZNF267
8966,STX6
8967,DHCR24
8968,ZBTB4
8969,KIAA1377
8970,MIR6739
8971,TMTC3
8972,LINC00693
8973,DRD4
8974,EFCAB6
8975,UGT
8976,TSSK4
8977,MIR6127
8978,KIRREL3
8979,ELP5
8980,ZNF675
8981,MESP1
8982,KRTAP4-4
8983,SLC34A3
8984,MLNR
8985,PLEK2
8986,MIR3179-3
8987,RLN1
8988,INSYN2B
8989,HIST1H3E
8990,ADGRG4
8991,VGLL1
8992,ATXN3
8993,TRIM50
8994,PPP1R14BP2
8995,SYNE2
8996,TSPYL3
8997,STARD3
8998,LINC00602
8999,NUBPL
9000,CKMT1B
9001,LINC00607
9002,MKRN2
9003,POLR2D
9004,MMP24
9005,DANT2
9006,ARHGAP35
9007,CRYZL1
9008,GGPS1
9009,RPL10
9010,CHCHD10
9011,IQCF1
9012,KLHL42
9013,MIR766
9014,TDRG1
9015,FAM32A
9016,AKAP6
9017,MIR600
9018,MCIDAS
9019,MYLK2
9020,ZNF366
9021,SKAP1
9022,TAS2R3
9023,KAT
9024,SAMD4B
9025,NUCB1
9026,CNOT11
9027,MIR200C
9028,LINC01036
9029,TMOD3
9030,TTYH1
9031,C20ORF204
9032,FGFR2
9033,MPEG1
9034,VAT1
9035,FRRS1L
9036,UBLCP1
9037,HIGD1B
9038,KLF3
9039,PEX14
9040,AFDN-DT
9041,SLC4A7
9042,ECOP
9043,FAM177B
9044,TPPP
9045,STARD3NL
9046,COX10
9047,VPREB1
9048,C1RL-AS1
9049,TNKS2
9050,PPP2R2C
9051,PPIE
9052,BATF2
9053,MIR4454
9054,SHD
9055,KCTD3
9056,P2RY11
9057,PLEKHH3
9058,FANCI
9059,GDNF
9060,C11ORF87
9061,LOC643802
9062,LINC01509
9063,ZNF3
9064,FOXH1
9065,EGFL6
9066,SNORD115-3
9067,TIA1
9068,ARHGEF7-IT1
9069,HAGLR
9070,CLN5
9071,TNFSF9
9072,MIR197
9073,ATP10B
9074,IGKV1OR2-118
9075,RNF215
9076,USP17
9077,GLRA1
9078,LINC02237
9079,USP2-AS1
9080,SLCO1A2
9081,RPSAP20
9082,CHMP2B
9083,NRG1
9084,RBM45
9085,LINC00598
9086,LMCD1-AS1
9087,S100A8
9088,NICN1
9089,GYPE
9090,TLR5
9091,ERBB3
9092,NAA30
9093,LAMB4
9094,PRAME
9095,RPL10AP6
9096,ZNF419
9097,TSPYL6
9098,WDR74
9099,TIMM8A
9100,C1ORF198
9101,MON1A
9102,UGT8
9103,RPS6KA3
9104,ST3GAL2
9105,PI4K2A
9106,ME2
9107,CACFD1
9108,ZNF226
9109,TMEM253
9110,SNORD59B
9111,ZNF221
9112,MURC
9113,CCER1
9114,MASP2
9115,MED18
9116,LINC00240
9117,LINC01683
9118,KRTDAP
9119,RHEX
9120,CHRNA2
9121,CMPK2
9122,PRTG
9123,ISM2
9124,NUB1
9125,SPSB3
9126,SERPINB2
9127,LINC02227
9128,CAP1P2
9129,NBPF19
9130,DEGS1
9131,CDS2
9132,IGHV4OR15-8
9133,SLC2A13
9134,DLX4
9135,MT1H
9136,SYN3
9137,MAGEA4
9138,MIR606
9139,RDH12
9140,MEGF8
9141,LINC02198
9142,RPL36P14
9143,LOC102723407
9144,MBTPS2
9145,ANKRD18A
9146,ST7-AS1
9147,AIDA
9148,RASGRF1
9149,ANKAR
9150,SELENOS
9151,SNORA66
9152,IL1R2
9153,GCSAML
9154,RXFP2
9155,CNTN3
9156,CTNND2
9157,LIN7C
9158,ZNF566
9159,NELL2
9160,CDC25A
9161,MAGT1
9162,KLKB1
9163,ADIPOR1
9164,TCN2
9165,SCMH1
9166,MAP4K5
9167,PARPBP
9168,ABI3
9169,ACBD4
9170,ENTPD6
9171,TMEM135
9172,C6ORF125
9173,YIF1B
9174,GEMIN8
9175,EIF2B2
9176,TMEM178B
9177,CCL25
9178,USP21
9179,MYLK-AS1
9180,CELA3B
9181,PRSS56
9182,BAHD1
9183,MAP4K1
9184,ADM2
9185,FAIM2
9186,TOM1
9187,RNA5-8SN2
9188,SOCS3
9189,KRTAP9-2
9190,KRT25
9191,TRIM49
9192,KNL1
9193,HAVCR1
9194,LCN15
9195,CYP2T1P
9196,TMIGD2
9197,MIR634
9198,SDHD
9199,RBFOX1
9200,XPNPEP2
9201,HMOX2
9202,SF1
9203,SCCPDH
9204,FAM122A
9205,UFD1L
9206,MRGPRX4
9207,RPL26
9208,NR1H3
9209,SIGLEC15
9210,NACAD
9211,NUP62
9212,PSG1
9213,NSDHL
9214,P2RY13
9215,CD200
9216,PCDHB15
9217,CD3EAP
9218,MBL1P
9219,RILPL2
9220,RARA
9221,EPHX1
9222,OSBPL6
9223,AOX1
9224,MCEE
9225,CRISPLD2
9226,CXORF56
9227,EIF5A2
9228,GEMIN5
9229,SLC22A8
9230,IL17C
9231,OXCT2
9232,LINGO4
9233,SNORD44
9234,FRK
9235,PIAS1
9236,SERPINA1E
9237,ARHGAP32
9238,NUTM2F
9239,RPS26P2
9240,SKI
9241,PLA2G2F
9242,PALM3
9243,RGL
9244,RPL18A
9245,NUTM1
9246,TBC1D8B
9247,HFM1
9248,CCDC160
9249,SUSD2
9250,NXNL2
9251,SAA1
9252,FTH1P8
9253,GAREM2
9254,ADK
9255,DPYSL4
9256,HCG26
9257,CRBN
9258,ITPRIPL2
9259,SLC11A2
9260,OTOA
9261,SPATC1
9262,CPED1
9263,SPECC1L
9264,LHX3
9265,AMTN
9266,KIF13A
9267,RAB11FIP1
9268,SLFN11
9269,ND4
9270,KLRG2
9271,SNORA73A
9272,GOLGA6L5P
9273,MIR4758
9274,LRTM1
9275,ZSCAN25
9276,HSF5
9277,LINC01096
9278,ZNF114
9279,ANKRD65
9280,KLHL24
9281,NEUROG1
9282,NAT10
9283,RPSAP52
9284,IRF2
9285,PABPC1P4
9286,ARL1
9287,POU5F1B
9288,ZNF271P
9289,ROBO4
9290,ZSCAN32
9291,CARMN
9292,BNC1
9293,AKAP2
9294,ADAMTS9-AS2
9295,MIR942
9296,TRAM2
9297,TBRG4
9298,R3HCC1L
9299,CYB561D1
9300,HID1
9301,HIRIP3
9302,LCE3B
9303,FOLR2
9304,MRPS24
9305,PINCR
9306,SUCLG2-AS1
9307,PBK
9308,MIR5196
9309,LAMTOR2
9310,MSANTD4
9311,HDX
9312,TREM5
9313,NUCKS1
9314,TST
9315,MID1
9316,TRAPPC6B
9317,PRNP
9318,ARHGEF16
9319,RUBCNL
9320,OSBPL7
9321,MFNG
9322,DICER1-AS1
9323,UBXN7
9324,ZNF763
9325,GABRA2
9326,ADAD1
9327,LINC01608
9328,RNF157-AS1
9329,BRSK1
9330,CYP2C9
9331,NOLC1
9332,ZNF740
9333,IL36A
9334,ZNF215
9335,GPHB5
9336,SPIC
9337,PLP1
9338,MZF1-AS1
9339,DIAPH1
9340,CNTNAP3B
9341,FKBP11
9342,CENPH
9343,DUXAP3
9344,GRRP1
9345,PIP4K2C
9346,MIR1226
9347,PIWIL2
9348,CCNB3
9349,RIDA
9350,RNU4ATAC
9351,TRB
9352,HEXB
9353,SYNDIG1
9354,SON
9355,GAR1
9356,PVR
9357,CRTAP
9358,EAP30
9359,HOXC8
9360,LGALS4
9361,MIR548E
9362,QRICH1
9363,MDK
9364,TOP2B
9365,HSPA13
9366,PPP1R16A
9367,SEMA6C
9368,OR14I1
9369,HOXD1
9370,ZZZ3
9371,CSPG4P2Y
9372,IL17RA
9373,TRIOBP
9374,LGALS9C
9375,TMX1
9376,ACKR2
9377,PIK3C2A
9378,CDK5RAP1
9379,MUC3B
9380,CLSTN3
9381,DEPDC1-AS1
9382,PLAAT1
9383,DLG2
9384,SVBP
9385,RRN3P1
9386,ITGB6
9387,FCGR2B
9388,UBR3
9389,C9ORF72
9390,IGFBPL1
9391,AASS
9392,MOSC1
9393,RBBP9
9394,CDKN3
9395,CYMP
9396,NUDT10
9397,JAML
9398,EFCAB12
9399,SLCO2B1
9400,MIR570
9401,ARMC7
9402,FCRL5
9403,MOB2
9404,DANCR
9405,BPIFC
9406,KIF25-AS1
9407,EVPLL
9408,SLC12A4
9409,PRDM7
9410,HMGN2P20
9411,WDR79
9412,MGST1
9413,ERVMER34-1
9414,PSORS1C3
9415,MYO1F
9416,B3GALNT1
9417,MIR4275
9418,OR13J1
9419,MIR184
9420,GGA1
9421,KCNA1
9422,NUDT9P1
9423,CCDC15
9424,DNAJC6
9425,NELFB
9426,TMEM54
9427,TTI2
9428,GJB4
9429,MIR5100
9430,EXOC5
9431,RNASEK
9432,QRFPR
9433,FCMR
9434,SH3GL3
9435,GAS5-AS1
9436,IDH2
9437,HS1BP3
9438,TRAF7
9439,MAGI2-AS3
9440,CASC15
9441,PIP5K1B
9442,ALG12
9443,ADGRA2
9444,ARRB1
9445,DNAJC7
9446,IL12RB2
9447,BOLL
9448,NSMCE4A
9449,NUP42
9450,CYREN
9451,ATRX
9452,NOP14
9453,SLX4IP
9454,EYA3
9455,ATP2B1
9456,A1BG
9457,RL23
9458,RPS10P14
9459,MAT1A
9460,PER2
9461,MIR493
9462,TRIM36
9463,TJP2
9464,NDC80
9465,HPSE2
9466,SST
9467,XCL1
9468,PFAS
9469,ATP5J2
9470,PCCB
9471,STARD5
9472,SMC4
9473,SNORD74
9474,SYP
9475,SNX6
9476,FUS
9477,ZNF90
9478,MIR4449
9479,ST8SIA2
9480,DPH6-DT
9481,TMEM261
9482,CENPQ
9483,PKD2L2
9484,FAM234A
9485,STAB2
9486,MARVELD1
9487,MIR31HG
9488,DEFA8P
9489,C11ORF42
9490,H2BFS
9491,LY6E
9492,NUDT6
9493,ANKIB1
9494,KIF9
9495,CD300LD
9496,PACSIN2
9497,IFT140
9498,SLC27A1
9499,CRLS1
9500,KLHL21
9501,SPTLC1
9502,MIR16
9503,SPDL1
9504,LPAR6
9505,PKD1P1
9506,LINC01184
9507,MIR639
9508,RPAP3
9509,CT62
9510,LPIN3
9511,HMGB3
9512,PRR14
9513,TAS2R16
9514,MIR574
9515,ATP4A
9516,FCHSD1
9517,SDHAP3
9518,NPIPB8
9519,NECTIN4
9520,MPP2
9521,FGGY
9522,ABCD2
9523,PTX3
9524,SLC41A1
9525,BRMS1
9526,CSAG3
9527,CHRNA6
9528,TRPV4
9529,GIMAP7
9530,UQCRH
9531,MIR4716
9532,GLRA2
9533,HSPH1
9534,C17ORF82
9535,DSG2
9536,SLC2A10
9537,CCM2
9538,AZU1
9539,OLFR43
9540,DLST
9541,DUSP7
9542,CAMK2N1
9543,ACSL3
9544,ZNF768
9545,CHRND
9546,DNASE1
9547,CDC42EP1
9548,NCOR1
9549,USP17L9P
9550,TMCO5A
9551,COL4A3BP
9552,HSPB3
9553,GAS5
9554,PLEKHG2
9555,POM121L4P
9556,C10ORF67
9557,TLE1
9558,MAK16
9559,FAM160B2
9560,CARKD
9561,TUBA3C
9562,DSE
9563,ASCL2
9564,DYNLT3
9565,MIR2116
9566,KRTAP15-1
9567,PCDHB16
9568,RIOK2
9569,QSOX1
9570,FKBP8
9571,ZNF320
9572,SVIP
9573,MIR210
9574,CXXC4-AS1
9575,CFAP298
9576,APLF
9577,VPS35L
9578,PNMAL2
9579,IGLC2
9580,POLG2
9581,UQCC3
9582,ACMSD
9583,MYCT1
9584,PHC2
9585,CYP21A1P
9586,FAM27E5
9587,PCBP2
9588,TMEM187
9589,TXNDC11
9590,NMS
9591,CCDC155
9592,TULP3
9593,ARID3C
9594,LYPD8
9595,ND5
9596,OR4P4
9597,FUT7
9598,TMEM31
9599,PTH2
9600,DDX39B
9601,PLA2G4E
9602,C11ORF45
9603,ZNF571-AS1
9604,KCNK18
9605,ANKRD26P1
9606,ZNF32-AS3
9607,ANKS1B
9608,OR4F16
9609,CART1
9610,NMRK1
9611,PHF21B
9612,ZNF444
9613,MIR30A
9614,SPATA31D5P
9615,SRI
9616,MPLKIP
9617,LINC01502
9618,GNAQ
9619,LINC00320
9620,HOXD3
9621,ICAM2
9622,LNX2
9623,RGPD8
9624,WNT5A
9625,FRG1-DT
9626,GMIP
9627,ABCB8
9628,BACE2
9629,COL23A1
9630,MRPS28
9631,GPR88
9632,MAP2K3
9633,SYBL1
9634,KNTC1
9635,NYX
9636,TUFT1
9637,PURG
9638,FGB
9639,GUCA1B
9640,IMPG1
9641,WDR5B
9642,SULT2A2
9643,COPS7B
9644,HNRNPA1L2
9645,OR1J1
9646,MTRNR2L3
9647,MIR1-1HG
9648,RNF111
9649,NAALADL2-AS2
9650,SRXN1
9651,TMPRSS11GP
9652,LEF1
9653,KCTD20
9654,EFS
9655,MTSS2
9656,ZNF670
9657,FUCA1
9658,TRGC1
9659,SNORA71E
9660,MT1XP1
9661,MGAM
9662,CDIP1
9663,C1QTNF3
9664,CSPG5
9665,POLR2K
9666,LMX1A
9667,UIMC1
9668,SEC14L2
9669,C21ORF62-AS1
9670,MORN2
9671,FUT5
9672,SIPA1
9673,TMCO3
9674,NF1P2
9675,ODF3
9676,PC
9677,LINC02098
9678,AKR7A2
9679,MIR1283-1
9680,MIR26A2
9681,FLOT1
9682,SYK
9683,PTAFR
9684,OR10AG1
9685,GATAD2B
9686,OR7E18P
9687,ELOVL7
9688,CABP4
9689,CACNA1H
9690,MCMBP
9691,CST5
9692,KCNK4
9693,GPR150
9694,ZNF879
9695,TOR1A
9696,ACSBG2
9697,SDHAF3
9698,PHRF1
9699,ZNF117
9700,SELENOP
9701,ZNF408
9702,EPB41L2
9703,HTR5A
9704,GPHN
9705,ERGIC2
9706,USP37
9707,OR2T11
9708,GFRAL
9709,RPS13P2
9710,TAGLN3
9711,IL31RA
9712,CEP120
9713,GPR158
9714,MIS18BP1
9715,BLVRB
9716,ATP2A1
9717,AGXT2
9718,KRT17P2
9719,TUBE1
9720,PAOX
9721,ERLIN2
9722,MIR623
9723,OCIAD1
9724,ZNF79
9725,SPINK2
9726,MIR150
9727,CFP
9728,SURF2
9729,KRT18P23
9730,PRKCH
9731,ITGA11
9732,COL6A4P1
9733,SGCG
9734,PROCR
9735,VGLL2
9736,MIR153
9737,DNM1
9738,IL20
9739,CKLF
9740,RAP2C-AS1
9741,DCAF12
9742,LRRTM4
9743,CACNA2D3
9744,SLITRK6
9745,ELL
9746,PEBP1P2
9747,SLC3A2
9748,PTPN18
9749,ST20-AS1
9750,FABP9
9751,ELP6
9752,APOBEC1
9753,SLC17A1
9754,NBPF20
9755,BHLHE40-AS1
9756,RPS15P1
9757,SLC22A10
9758,GABRG1
9759,ZNF600
9760,ZMYM4
9761,C4ORF47
9762,TIRAP
9763,RCBTB2
9764,BUD13
9765,SPAG8
9766,PUSL1
9767,MIS18A
9768,IMMP2L
9769,SYN2A
9770,LINC01949
9771,PPP4R3B
9772,RPS26P11
9773,BAALC
9774,KNOP1
9775,NUS1P1
9776,CLPSL1
9777,GSTE1
9778,CRYZL2P-SEC16B
9779,TM9SF4
9780,PLPP7
9781,USP45
9782,CCR6
9783,AKT3
9784,PPP6R3
9785,TRIM9
9786,SLC22A4
9787,LUZP6
9788,GPR144
9789,ZNF436-AS1
9790,CXCR2
9791,RSAD2
9792,OSR1
9793,MIR1236
9794,MITF
9795,LRRC29
9796,TCP1
9797,LINC02630
9798,MED13L
9799,ZNF192P1
9800,CAPN3
9801,TMIGD3
9802,CYTB
9803,BNC2
9804,PDCD7
9805,SLIT1
9806,KLF3-AS1
9807,FBXO38
9808,OR4C3
9809,HNRNPA1P51
9810,PRPS1L1
9811,VTCN1
9812,SNCB
9813,CDH7
9814,ECI2
9815,ZNF623
9816,ADAMTS2
9817,SEC24D
9818,C2CD4C
9819,AP1S3
9820,TBC1D1
9821,HC1
9822,HSPD1P6
9823,IFNA21
9824,DEFA1
9825,BTBD8
9826,ADARB1
9827,SNORD8
9828,ZFP57
9829,RPL29P15
9830,WISP2
9831,MIR124-2HG
9832,GINS1
9833,VPS41
9834,TNFRSF13B
9835,USP46-AS1
9836,SUV420H1
9837,POU5F1P3
9838,NRG2
9839,GXYLT2
9840,PLAGL2
9841,ANKK1
9842,RPL34
9843,FAM101B
9844,ZNF720
9845,HMHB1
9846,DJR-1.1
9847,MIRG
9848,BTNL9
9849,DBX2
9850,BNIP3
9851,ADGRF3
9852,CCDC54
9853,KIF20A
9854,DHRS4L2
9855,LINC02091
9856,GLUD1P3
9857,LINC01497
9858,SNAR-I
9859,CRCP
9860,ARHGAP9
9861,HBBP1
9862,OR2T6
9863,PPP4R3A
9864,RPS3
9865,MPPED1
9866,TNFRSF9
9867,CYTH1
9868,MIR146A
9869,PAX5
9870,FABP5P1
9871,IL26
9872,IKZF2
9873,EIF3E
9874,IRS4
9875,ANO5
9876,ZNF92
9877,LPCAT1
9878,WNT1
9879,SLC39A10
9880,RN7SK
9881,TGFBR3
9882,GTF2F1
9883,ZFAND3
9884,ARHGAP5
9885,ELMOD2
9886,EPC2
9887,STARD9
9888,ASIC5
9889,CPB1
9890,MIR4518
9891,MIR122
9892,DNMT3L
9893,PRUNE1
9894,MCM7
9895,CARD17
9896,KREMEN1
9897,C1ORF127
9898,OR2C3
9899,MTMR7
9900,PITPNA-AS1
9901,LINC00967
9902,ZC2HC1A
9903,RANP1
9904,OR9I1
9905,MTND5P10
9906,MCM9
9907,TCERG1
9908,NUPL1
9909,MRPL39
9910,KRTAP2-2
9911,PBX4
9912,IGHA1
9913,KCNJ13
9914,STAG1
9915,FGF12
9916,ANAPC10
9917,UTP11
9918,PPP4C
9919,GPR18
9920,GPR89B
9921,CACNA1C-AS2
9922,DAGLB
9923,TRIM59
9924,CINP
9925,C1ORF112
9926,THAP8
9927,XIAP
9928,TPRKB
9929,DARS
9930,SLC34A1
9931,LINC01058
9932,KRT18P45
9933,ATF6B
9934,DEPDC7
9935,CLDN25
9936,FOXE1
9937,ARHGAP22
9938,ATP11AUN
9939,SCAMP3
9940,SOS2
9941,PRR11
9942,FBXL18
9943,TMEM39B
9944,RAB38
9945,ARV1
9946,NPBWR2
9947,AFAP1
9948,CRY2
9949,KRT8P25
9950,UBL4B
9951,GPR39
9952,ORAI2
9953,TRNF
9954,PCDHB7
9955,ANKRD44-IT1
9956,PIGH
9957,TCEB2
9958,IFITM4P
9959,SPC24
9960,OR51L1
9961,PIK3R6
9962,FYN
9963,NAA35
9964,SERAC1
9965,CYCS
9966,PRKCD
9967,CDKN2AIPNL
9968,RBP3
9969,TSPAN17
9970,OR6C75
9971,FMN1
9972,TNFSF13B
9973,LINC01789
9974,PPAPDC3
9975,PHLDA2
9976,DPH3P1
9977,NR5A1
9978,COA6
9979,PYCRL
9980,FTH1P18
9981,LINC00971
9982,FAM89B
9983,RYR1
9984,OR2S2
9985,LINC00685
9986,IFNB1
9987,LINC00702
9988,C20ORF173
9989,KRT73
9990,MXI1
9991,RNU4-1
9992,CCDC102B
9993,OR8J1
9994,PALLD
9995,CST4
9996,FBXL8
9997,MIR1202
9998,DEFB104B
9999,OR2T5
10000,LINC02505
10001,LINC01880
10002,ACADVL
10003,LACRT
10004,MARCH2
10005,SPPL2B
10006,ANAPC11
10007,FARSB
10008,RAB33B
10009,KLF15
10010,GNL3
10011,C10ORF105
10012,SYT1
10013,MIR519A1
10014,PABPC1L
10015,ATP6AP1L
10016,CALU
10017,ZSCAN12
10018,CA5AP1
10019,PTPN23
10020,UNC5CL
10021,TRAPPC8
10022,RPS15P5
10023,SNORA22
10024,IFIT5
10025,POLR2M
10026,ZNF137P
10027,ETHE1
10028,SNORD115-35
10029,HOPX
10030,ZNF19
10031,TLDC2
10032,ZNF112
10033,WDR93
10034,TRIQK
10035,KRTAP12-4
10036,ZNF733P
10037,LINC01338
10038,DIPK2B
10039,RPS15AP24
10040,FGF22
10041,C1ORF115
10042,CHTOP
10043,ZFP69
10044,ZNF605
10045,PRICKLE2
10046,PRSS2
10047,MIR4478
10048,C3ORF85
